annotation_id,annotator,choice,created_at,id,image,lead_time,updated_at
948,1,Not-sensitive,16/10/2023 16:57,3578,http://localhost:8081/UL_NI_1142.png,3661,16/10/2023 16:57
458,1,Not-sensitive,16/10/2023 15:31,3579,http://localhost:8081/UL_NI_1143.png,323,16/10/2023 15:31
949,1,Not-sensitive,16/10/2023 16:57,3580,http://localhost:8081/UL_NI_1144.png,2714,16/10/2023 16:57
480,1,Not-sensitive,16/10/2023 15:35,3581,http://localhost:8081/UL_NI_1145.png,3712,16/10/2023 15:35
950,1,Not-sensitive,16/10/2023 16:57,3582,http://localhost:8081/UL_NI_1146.png,2241,16/10/2023 16:57
951,1,Not-sensitive,16/10/2023 16:57,3583,http://localhost:8081/UL_NI_1147.png,3843,16/10/2023 16:57
952,1,Not-sensitive,16/10/2023 16:57,3584,http://localhost:8081/UL_NI_1148.png,2867,16/10/2023 16:57
472,1,Not-sensitive,16/10/2023 15:34,3585,http://localhost:8081/UL_NI_1149.png,1447,16/10/2023 15:34
953,1,Not-sensitive,16/10/2023 16:57,3586,http://localhost:8081/UL_NI_115.png,3339,16/10/2023 16:57
954,1,Not-sensitive,16/10/2023 16:57,3587,http://localhost:8081/UL_NI_1150.png,2925,16/10/2023 16:57
955,1,Not-sensitive,16/10/2023 16:57,3588,http://localhost:8081/UL_NI_1151.png,2763,16/10/2023 16:57
354,1,Not-sensitive,16/10/2023 15:17,3589,http://localhost:8081/UL_NI_1152.png,3513,16/10/2023 15:17
774,1,Dubious,16/10/2023 16:31,3590,http://localhost:8081/UL_NI_1153.png,2.1992E+16,27/10/2023 11:14
956,1,Not-sensitive,16/10/2023 16:57,3591,http://localhost:8081/UL_NI_1154.png,3296,16/10/2023 16:57
957,1,Not-sensitive,16/10/2023 16:57,3592,http://localhost:8081/UL_NI_1155.png,2193,16/10/2023 16:57
958,1,Not-sensitive,16/10/2023 16:57,3593,http://localhost:8081/UL_NI_1156.png,3375,16/10/2023 16:57
959,1,Not-sensitive,16/10/2023 16:57,3594,http://localhost:8081/UL_NI_1157.png,2544,16/10/2023 16:57
960,1,Not-sensitive,16/10/2023 16:57,3595,http://localhost:8081/UL_NI_1158.png,2539,16/10/2023 16:57
961,1,Not-sensitive,16/10/2023 16:57,3596,http://localhost:8081/UL_NI_1159.png,2639,16/10/2023 16:57
454,1,Not-sensitive,16/10/2023 15:31,3597,http://localhost:8081/UL_NI_116.png,2209,16/10/2023 15:31
658,1,Not-sensitive,16/10/2023 16:17,3598,http://localhost:8081/UL_NI_1160.png,6171,16/10/2023 16:17
809,1,Not-sensitive,16/10/2023 16:34,3599,http://localhost:8081/UL_NI_1161.png,2306,16/10/2023 16:34
962,1,Not-sensitive,16/10/2023 16:57,3600,http://localhost:8081/UL_NI_1162.png,4854,16/10/2023 16:57
963,1,Not-sensitive,16/10/2023 16:57,3601,http://localhost:8081/UL_NI_1163.png,5115,16/10/2023 16:57
964,1,Not-sensitive,16/10/2023 16:57,3602,http://localhost:8081/UL_NI_1164.png,305,16/10/2023 16:57
965,1,Not-sensitive,16/10/2023 16:58,3603,http://localhost:8081/UL_NI_1165.png,3579,16/10/2023 16:58
966,1,Not-sensitive,16/10/2023 16:58,3604,http://localhost:8081/UL_NI_1166.png,2091,16/10/2023 16:58
967,1,Not-sensitive,16/10/2023 16:58,3605,http://localhost:8081/UL_NI_1167.png,2118,16/10/2023 16:58
968,1,Not-sensitive,16/10/2023 16:58,3606,http://localhost:8081/UL_NI_1168.png,2575,16/10/2023 16:58
969,1,Not-sensitive,16/10/2023 16:58,3607,http://localhost:8081/UL_NI_1169.png,7.5156E+15,27/10/2023 11:15
970,1,Not-sensitive,16/10/2023 16:58,3608,http://localhost:8081/UL_NI_117.png,2969,16/10/2023 16:58
971,1,Not-sensitive,16/10/2023 16:58,3609,http://localhost:8081/UL_NI_1170.png,4044,16/10/2023 16:58
737,1,Not-sensitive,16/10/2023 16:26,3610,http://localhost:8081/UL_NI_1171.png,5121,16/10/2023 16:26
972,1,Not-sensitive,16/10/2023 16:58,3611,http://localhost:8081/UL_NI_1172.png,2079,16/10/2023 16:58
973,1,Not-sensitive,16/10/2023 16:58,3612,http://localhost:8081/UL_NI_1173.png,2042,16/10/2023 16:58
974,1,Not-sensitive,16/10/2023 16:58,3613,http://localhost:8081/UL_NI_1174.png,1626,16/10/2023 16:58
975,1,Not-sensitive,16/10/2023 16:58,3614,http://localhost:8081/UL_NI_1175.png,2514,16/10/2023 16:58
976,1,Not-sensitive,16/10/2023 16:58,3615,http://localhost:8081/UL_NI_1176.png,3647,16/10/2023 16:58
977,1,Not-sensitive,16/10/2023 16:58,3616,http://localhost:8081/UL_NI_1177.png,3487,16/10/2023 16:58
978,1,Not-sensitive,16/10/2023 16:58,3617,http://localhost:8081/UL_NI_1178.png,4616,16/10/2023 16:58
979,1,Not-sensitive,16/10/2023 16:58,3618,http://localhost:8081/UL_NI_1179.png,2571,16/10/2023 16:58
452,1,Not-sensitive,16/10/2023 15:31,3619,http://localhost:8081/UL_NI_118.png,1879,16/10/2023 15:31
980,1,Not-sensitive,16/10/2023 16:58,3620,http://localhost:8081/UL_NI_1180.png,294,16/10/2023 16:58
981,1,Not-sensitive,16/10/2023 16:59,3621,http://localhost:8081/UL_NI_1181.png,2791,16/10/2023 16:59
982,1,Not-sensitive,16/10/2023 16:59,3622,http://localhost:8081/UL_NI_1182.png,3186,16/10/2023 16:59
983,1,Not-sensitive,16/10/2023 16:59,3623,http://localhost:8081/UL_NI_1183.png,2444,16/10/2023 16:59
401,1,Not-sensitive,16/10/2023 15:23,3624,http://localhost:8081/UL_NI_1184.png,3982,16/10/2023 15:23
984,1,Not-sensitive,16/10/2023 16:59,3625,http://localhost:8081/UL_NI_1185.png,2145,16/10/2023 16:59
985,1,Not-sensitive,16/10/2023 16:59,3626,http://localhost:8081/UL_NI_1186.png,2257,16/10/2023 16:59
986,1,Not-sensitive,16/10/2023 16:59,3627,http://localhost:8081/UL_NI_1187.png,1467,16/10/2023 16:59
987,1,Not-sensitive,16/10/2023 16:59,3628,http://localhost:8081/UL_NI_1188.png,2881,16/10/2023 16:59
988,1,Not-sensitive,16/10/2023 16:59,3629,http://localhost:8081/UL_NI_1189.png,2091,16/10/2023 16:59
989,1,Not-sensitive,16/10/2023 16:59,3630,http://localhost:8081/UL_NI_119.png,3648,16/10/2023 16:59
990,1,Not-sensitive,16/10/2023 16:59,3631,http://localhost:8081/UL_NI_1190.png,603,16/10/2023 16:59
991,1,Not-sensitive,16/10/2023 16:59,3632,http://localhost:8081/UL_NI_1191.png,3186,16/10/2023 16:59
992,1,Not-sensitive,16/10/2023 16:59,3633,http://localhost:8081/UL_NI_1192.png,2954,16/10/2023 16:59
993,1,Not-sensitive,16/10/2023 16:59,3634,http://localhost:8081/UL_NI_1193.png,1894,16/10/2023 16:59
994,1,Not-sensitive,16/10/2023 16:59,3635,http://localhost:8081/UL_NI_1194.png,2359,16/10/2023 16:59
995,1,Not-sensitive,16/10/2023 16:59,3636,http://localhost:8081/UL_NI_1195.png,2527,16/10/2023 16:59
996,1,Not-sensitive,16/10/2023 16:59,3637,http://localhost:8081/UL_NI_1196.png,1798,16/10/2023 16:59
997,1,Not-sensitive,16/10/2023 16:59,3638,http://localhost:8081/UL_NI_1197.png,1637,16/10/2023 16:59
998,1,Not-sensitive,16/10/2023 16:59,3639,http://localhost:8081/UL_NI_1198.png,1488,16/10/2023 16:59
794,1,Not-sensitive,16/10/2023 16:33,3640,http://localhost:8081/UL_NI_1199.png,8033,16/10/2023 16:33
497,1,Not-sensitive,16/10/2023 15:36,3641,http://localhost:8081/UL_NI_12.png,209,16/10/2023 15:36
999,1,Not-sensitive,16/10/2023 16:59,3642,http://localhost:8081/UL_NI_120.png,3105,16/10/2023 16:59
1000,1,Not-sensitive,16/10/2023 17:00,3643,http://localhost:8081/UL_NI_1200.png,635,16/10/2023 17:00
568,1,Dubious,16/10/2023 15:46,3644,http://localhost:8081/UL_NI_1201.png,27659,27/10/2023 11:19
1001,1,Not-sensitive,16/10/2023 17:00,3645,http://localhost:8081/UL_NI_1202.png,4041,16/10/2023 17:00
1002,1,Not-sensitive,16/10/2023 17:00,3646,http://localhost:8081/UL_NI_1203.png,4939,16/10/2023 17:00
1003,1,Not-sensitive,16/10/2023 17:00,3647,http://localhost:8081/UL_NI_1204.png,3786,16/10/2023 17:00
1004,1,Dubious,16/10/2023 17:00,3648,http://localhost:8081/UL_NI_1205.png,1275,27/10/2023 11:19
609,1,Not-sensitive,16/10/2023 15:49,3649,http://localhost:8081/UL_NI_1206.png,3574,16/10/2023 15:49
1005,1,Not-sensitive,16/10/2023 17:00,3650,http://localhost:8081/UL_NI_1207.png,2951,16/10/2023 17:00
1006,1,Dubious,16/10/2023 17:00,3651,http://localhost:8081/UL_NI_1208.png,22934,27/10/2023 11:19
1007,1,Not-sensitive,16/10/2023 17:00,3652,http://localhost:8081/UL_NI_1209.png,6451,16/10/2023 17:00
1008,1,Not-sensitive,16/10/2023 17:00,3653,http://localhost:8081/UL_NI_121.png,1522,16/10/2023 17:00
